6.9173 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A9B080FCD0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A9B080F970>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A9B080FAF0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001A9B53809A0>, multiSample=False, name='window1', numSamples=2, pos=(880, 240), screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.9588 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
9.9589 	EXP 	window1: mouseVisible = True
9.9700 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), size=array([0.25, 0.25]), texRes=128.0, units='height', win=Window(...))
9.9702 	EXP 	window1: mouseVisible = True
10.0318 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
10.0320 	EXP 	window1: mouseVisible = True
10.0336 	EXP 	Created put_label = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='put_label', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.0336 	EXP 	window1: mouseVisible = True
10.0440 	EXP 	Created put_shape = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='put_shape', opacity=1.0, ori=0.0, pos=array([ 0. , -0.2]), size=array([0.25, 0.25]), texRes=128.0, units='height', win=Window(...))
10.0441 	EXP 	window1: mouseVisible = True
10.0506 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Rest. Then press space', units='height', win=Window(...), wrapWidth=1)
0.0524 	EXP 	text: height = 0.05
0.0524 	EXP 	text: height = 0.05
0.0524 	EXP 	text: height = 0.05
0.0524 	EXP 	text: text = '£50'
0.0524 	EXP 	image: image = 'D.bmp'
0.0524 	EXP 	text_2: autoDraw = True
0.0524 	EXP 	text: autoDraw = True
0.0524 	EXP 	image: autoDraw = True
9.9458 	EXP 	Created sequence: sequential, trialTypes=1, nReps=2, seed=None
9.9460 	EXP 	New trial (rep=0, index=0): None
9.9469 	EXP 	Created sequence: random, trialTypes=1, nReps=60, seed=None
9.9473 	EXP 	New trial (rep=0, index=0): None
9.9509 	DATA 	Keypress: space
9.9630 	EXP 	text_2: autoDraw = False
9.9630 	EXP 	text: autoDraw = False
9.9630 	EXP 	image: autoDraw = False
9.9630 	EXP 	text_4: autoDraw = True
10.4792 	EXP 	text_4: autoDraw = False
10.4792 	EXP 	put_label: height = 0.05
10.4792 	EXP 	put_label: height = 0.05
10.4792 	EXP 	put_label: height = 0.05
10.4792 	EXP 	put_label: text = '£50'
10.4792 	EXP 	put_shape: image = 'P.bmp'
10.4792 	EXP 	put_label: autoDraw = True
10.4792 	EXP 	put_shape: autoDraw = True
14.0173 	EXP 	New trial (rep=1, index=0): None
14.0193 	DATA 	Keypress: m
14.0318 	EXP 	put_label: autoDraw = False
14.0318 	EXP 	put_shape: autoDraw = False
14.0318 	EXP 	text_4: autoDraw = True
14.5327 	EXP 	text_4: autoDraw = False
14.5327 	EXP 	text_4: autoDraw = False
14.5327 	EXP 	put_label: height = 0.05
14.5327 	EXP 	put_label: height = 0.05
14.5327 	EXP 	put_label: height = 0.05
14.5327 	EXP 	put_label: text = '£100'
14.5327 	EXP 	put_shape: image = 'O.bmp'
14.5327 	EXP 	put_label: autoDraw = True
14.5327 	EXP 	put_shape: autoDraw = True
15.3517 	EXP 	New trial (rep=2, index=0): None
15.3537 	DATA 	Keypress: n
15.3664 	EXP 	put_label: autoDraw = False
15.3664 	EXP 	put_shape: autoDraw = False
15.3664 	EXP 	text_4: autoDraw = True
15.8673 	EXP 	text_4: autoDraw = False
15.8673 	EXP 	text_4: autoDraw = False
15.8673 	EXP 	put_label: text = '£100'
15.8673 	EXP 	put_shape: image = 'O.bmp'
15.8673 	EXP 	put_label: autoDraw = True
15.8673 	EXP 	put_shape: autoDraw = True
16.1541 	EXP 	New trial (rep=3, index=0): None
16.1579 	DATA 	Keypress: m
16.1673 	EXP 	put_label: autoDraw = False
16.1673 	EXP 	put_shape: autoDraw = False
16.1673 	EXP 	text_4: autoDraw = True
16.6682 	EXP 	text_4: autoDraw = False
16.6682 	EXP 	text_4: autoDraw = False
16.6682 	EXP 	put_label: height = 0.05
16.6682 	EXP 	put_label: height = 0.05
16.6682 	EXP 	put_label: height = 0.05
16.6682 	EXP 	put_label: text = '£50'
16.6682 	EXP 	put_shape: image = 'D.bmp'
16.6682 	EXP 	put_label: autoDraw = True
16.6682 	EXP 	put_shape: autoDraw = True
17.0550 	DATA 	Keypress: n
17.0718 	EXP 	New trial (rep=4, index=0): None
17.0847 	EXP 	put_label: autoDraw = False
17.0847 	EXP 	put_shape: autoDraw = False
17.0847 	EXP 	text_4: autoDraw = True
17.5854 	EXP 	text_4: autoDraw = False
17.5854 	EXP 	text_4: autoDraw = False
17.5854 	EXP 	put_label: text = '£50'
17.5854 	EXP 	put_shape: image = 'D.bmp'
17.5854 	EXP 	put_label: autoDraw = True
17.5854 	EXP 	put_shape: autoDraw = True
17.9041 	EXP 	New trial (rep=5, index=0): None
17.9063 	DATA 	Keypress: m
17.9187 	EXP 	put_label: autoDraw = False
17.9187 	EXP 	put_shape: autoDraw = False
17.9187 	EXP 	text_4: autoDraw = True
18.4196 	EXP 	text_4: autoDraw = False
18.4196 	EXP 	text_4: autoDraw = False
18.4196 	EXP 	put_label: height = 0.05
18.4196 	EXP 	put_label: height = 0.05
18.4196 	EXP 	put_label: height = 0.05
18.4196 	EXP 	put_label: text = '£100'
18.4196 	EXP 	put_shape: image = 'D.bmp'
18.4196 	EXP 	put_label: autoDraw = True
18.4196 	EXP 	put_shape: autoDraw = True
18.7215 	EXP 	New trial (rep=6, index=0): None
18.7238 	DATA 	Keypress: n
18.7361 	EXP 	put_label: autoDraw = False
18.7361 	EXP 	put_shape: autoDraw = False
18.7361 	EXP 	text_4: autoDraw = True
19.2370 	EXP 	text_4: autoDraw = False
19.2370 	EXP 	text_4: autoDraw = False
19.2370 	EXP 	put_label: height = 0.05
19.2370 	EXP 	put_label: height = 0.05
19.2370 	EXP 	put_label: height = 0.05
19.2370 	EXP 	put_label: text = '£0'
19.2370 	EXP 	put_shape: image = 'D.bmp'
19.2370 	EXP 	put_label: autoDraw = True
19.2370 	EXP 	put_shape: autoDraw = True
19.5389 	EXP 	New trial (rep=7, index=0): None
19.5411 	DATA 	Keypress: m
19.5535 	EXP 	put_label: autoDraw = False
19.5535 	EXP 	put_shape: autoDraw = False
19.5535 	EXP 	text_4: autoDraw = True
20.0545 	EXP 	text_4: autoDraw = False
20.0545 	EXP 	text_4: autoDraw = False
20.0545 	EXP 	put_label: height = 0.05
20.0545 	EXP 	put_label: height = 0.05
20.0545 	EXP 	put_label: height = 0.05
20.0545 	EXP 	put_label: text = '£50'
20.0545 	EXP 	put_shape: image = 'O.bmp'
20.0545 	EXP 	put_label: autoDraw = True
20.0545 	EXP 	put_shape: autoDraw = True
20.3396 	EXP 	New trial (rep=8, index=0): None
20.3416 	DATA 	Keypress: n
20.3543 	EXP 	put_label: autoDraw = False
20.3543 	EXP 	put_shape: autoDraw = False
20.3543 	EXP 	text_4: autoDraw = True
20.8551 	EXP 	text_4: autoDraw = False
20.8551 	EXP 	text_4: autoDraw = False
20.8551 	EXP 	put_label: text = '£50'
20.8551 	EXP 	put_shape: image = 'O.bmp'
20.8551 	EXP 	put_label: autoDraw = True
20.8551 	EXP 	put_shape: autoDraw = True
20.9401 	EXP 	New trial (rep=9, index=0): None
20.9422 	DATA 	Keypress: m
20.9548 	EXP 	put_label: autoDraw = False
20.9548 	EXP 	put_shape: autoDraw = False
20.9548 	EXP 	text_4: autoDraw = True
21.4556 	EXP 	text_4: autoDraw = False
21.4556 	EXP 	text_4: autoDraw = False
21.4556 	EXP 	put_label: text = '£50'
21.4556 	EXP 	put_shape: image = 'D.bmp'
21.4556 	EXP 	put_label: autoDraw = True
21.4556 	EXP 	put_shape: autoDraw = True
21.6741 	EXP 	New trial (rep=10, index=0): None
21.6761 	DATA 	Keypress: n
21.6888 	EXP 	put_label: autoDraw = False
21.6888 	EXP 	put_shape: autoDraw = False
21.6888 	EXP 	text_4: autoDraw = True
22.1240 	DATA 	Keypress: m
22.1898 	EXP 	text_4: autoDraw = False
22.1898 	EXP 	text_4: autoDraw = False
22.1898 	EXP 	put_label: text = '£50'
22.1898 	EXP 	put_shape: image = 'O.bmp'
22.1898 	EXP 	put_label: autoDraw = True
22.1898 	EXP 	put_shape: autoDraw = True
22.4914 	EXP 	New trial (rep=11, index=0): None
22.4934 	DATA 	Keypress: n
22.5062 	EXP 	put_label: autoDraw = False
22.5062 	EXP 	put_shape: autoDraw = False
22.5062 	EXP 	text_4: autoDraw = True
22.6077 	DATA 	Keypress: m
22.7078 	DATA 	Keypress: n
22.8247 	DATA 	Keypress: m
22.9080 	DATA 	Keypress: n
23.0070 	EXP 	text_4: autoDraw = False
23.0070 	EXP 	text_4: autoDraw = False
23.0070 	EXP 	put_label: text = '£50'
23.0070 	EXP 	put_shape: image = 'D.bmp'
23.0070 	EXP 	put_label: autoDraw = True
23.0070 	EXP 	put_shape: autoDraw = True
23.0423 	EXP 	New trial (rep=12, index=0): None
23.0445 	DATA 	Keypress: m
23.0567 	EXP 	put_label: autoDraw = False
23.0567 	EXP 	put_shape: autoDraw = False
23.0567 	EXP 	text_4: autoDraw = True
23.2918 	DATA 	Keypress: n
23.5576 	EXP 	text_4: autoDraw = False
23.5576 	EXP 	text_4: autoDraw = False
23.5576 	EXP 	put_label: text = '£50'
23.5576 	EXP 	put_shape: image = 'D.bmp'
23.5576 	EXP 	put_label: autoDraw = True
23.5576 	EXP 	put_shape: autoDraw = True
23.6425 	EXP 	New trial (rep=13, index=0): None
23.6445 	DATA 	Keypress: m
23.6571 	EXP 	put_label: autoDraw = False
23.6571 	EXP 	put_shape: autoDraw = False
23.6571 	EXP 	text_4: autoDraw = True
23.9258 	DATA 	Keypress: n
24.1581 	EXP 	text_4: autoDraw = False
24.1581 	EXP 	text_4: autoDraw = False
24.1581 	EXP 	put_label: height = 0.05
24.1581 	EXP 	put_label: height = 0.05
24.1581 	EXP 	put_label: height = 0.05
24.1581 	EXP 	put_label: text = '£0'
24.1581 	EXP 	put_shape: image = 'O.bmp'
24.1581 	EXP 	put_label: autoDraw = True
24.1581 	EXP 	put_shape: autoDraw = True
24.3932 	EXP 	New trial (rep=14, index=0): None
24.3952 	DATA 	Keypress: m
24.4080 	EXP 	put_label: autoDraw = False
24.4080 	EXP 	put_shape: autoDraw = False
24.4080 	EXP 	text_4: autoDraw = True
24.6263 	DATA 	Keypress: n
24.9089 	EXP 	text_4: autoDraw = False
24.9089 	EXP 	text_4: autoDraw = False
24.9089 	EXP 	put_label: text = '£0'
24.9089 	EXP 	put_shape: image = 'O.bmp'
24.9089 	EXP 	put_label: autoDraw = True
24.9089 	EXP 	put_shape: autoDraw = True
24.9604 	EXP 	New trial (rep=15, index=0): None
24.9624 	DATA 	Keypress: m
24.9752 	EXP 	put_label: autoDraw = False
24.9752 	EXP 	put_shape: autoDraw = False
24.9752 	EXP 	text_4: autoDraw = True
25.3436 	DATA 	Keypress: n
25.4760 	EXP 	text_4: autoDraw = False
25.4760 	EXP 	text_4: autoDraw = False
25.4760 	EXP 	put_label: text = '£0'
25.4760 	EXP 	put_shape: image = 'P.bmp'
25.4760 	EXP 	put_label: autoDraw = True
25.4760 	EXP 	put_shape: autoDraw = True
25.7612 	EXP 	New trial (rep=16, index=0): None
25.7632 	DATA 	Keypress: m
25.7759 	EXP 	put_label: autoDraw = False
25.7759 	EXP 	put_shape: autoDraw = False
25.7759 	EXP 	text_4: autoDraw = True
25.9109 	DATA 	Keypress: n
26.1611 	DATA 	Keypress: n
26.2631 	DATA 	Keypress: m
26.2768 	EXP 	text_4: autoDraw = False
26.2768 	EXP 	text_4: autoDraw = False
26.2768 	EXP 	put_label: text = '£0'
26.2768 	EXP 	put_shape: image = 'D.bmp'
26.2768 	EXP 	put_label: autoDraw = True
26.2768 	EXP 	put_shape: autoDraw = True
26.4287 	DATA 	Keypress: n
26.4451 	EXP 	New trial (rep=17, index=0): None
26.4599 	EXP 	put_label: autoDraw = False
26.4599 	EXP 	put_shape: autoDraw = False
26.4599 	EXP 	text_4: autoDraw = True
26.5781 	DATA 	Keypress: m
26.6449 	DATA 	Keypress: n
26.7616 	DATA 	Keypress: m
26.8450 	DATA 	Keypress: n
26.9607 	EXP 	text_4: autoDraw = False
26.9607 	EXP 	text_4: autoDraw = False
26.9607 	EXP 	put_label: height = 0.05
26.9607 	EXP 	put_label: height = 0.05
26.9607 	EXP 	put_label: height = 0.05
26.9607 	EXP 	put_label: text = '£50'
26.9607 	EXP 	put_shape: image = 'D.bmp'
26.9607 	EXP 	put_label: autoDraw = True
26.9607 	EXP 	put_shape: autoDraw = True
26.9791 	EXP 	New trial (rep=18, index=0): None
26.9811 	DATA 	Keypress: m
26.9936 	EXP 	put_label: autoDraw = False
26.9936 	EXP 	put_shape: autoDraw = False
26.9936 	EXP 	text_4: autoDraw = True
27.0786 	DATA 	Keypress: n
27.2120 	DATA 	Keypress: m
27.2954 	DATA 	Keypress: n
27.4946 	EXP 	text_4: autoDraw = False
27.4946 	EXP 	text_4: autoDraw = False
27.4946 	EXP 	put_label: height = 0.05
27.4946 	EXP 	put_label: height = 0.05
27.4946 	EXP 	put_label: height = 0.05
27.4946 	EXP 	put_label: text = '£0'
27.4946 	EXP 	put_shape: image = 'D.bmp'
27.4946 	EXP 	put_label: autoDraw = True
27.4946 	EXP 	put_shape: autoDraw = True
27.5296 	EXP 	New trial (rep=19, index=0): None
27.5316 	DATA 	Keypress: m
27.5442 	EXP 	put_label: autoDraw = False
27.5442 	EXP 	put_shape: autoDraw = False
27.5442 	EXP 	text_4: autoDraw = True
27.7959 	DATA 	Keypress: n
27.8459 	DATA 	Keypress: m
28.0451 	EXP 	text_4: autoDraw = False
28.0451 	EXP 	text_4: autoDraw = False
28.0451 	EXP 	put_label: height = 0.05
28.0451 	EXP 	put_label: height = 0.05
28.0451 	EXP 	put_label: height = 0.05
28.0451 	EXP 	put_label: text = '£50'
28.0451 	EXP 	put_shape: image = 'O.bmp'
28.0451 	EXP 	put_label: autoDraw = True
28.0451 	EXP 	put_shape: autoDraw = True
28.0636 	EXP 	New trial (rep=20, index=0): None
28.0658 	DATA 	Keypress: m
28.0781 	EXP 	put_label: autoDraw = False
28.0781 	EXP 	put_shape: autoDraw = False
28.0781 	EXP 	text_4: autoDraw = True
28.2629 	DATA 	Keypress: m
28.4298 	DATA 	Keypress: m
28.5789 	EXP 	text_4: autoDraw = False
28.5789 	EXP 	text_4: autoDraw = False
28.5789 	EXP 	put_label: text = '£50'
28.5789 	EXP 	put_shape: image = 'P.bmp'
28.5789 	EXP 	put_label: autoDraw = True
28.5789 	EXP 	put_shape: autoDraw = True
28.6140 	EXP 	New trial (rep=21, index=0): None
28.6161 	DATA 	Keypress: m
28.6285 	EXP 	put_label: autoDraw = False
28.6285 	EXP 	put_shape: autoDraw = False
28.6285 	EXP 	text_4: autoDraw = True
28.8136 	DATA 	Keypress: m
29.0136 	DATA 	Keypress: m
29.1294 	EXP 	text_4: autoDraw = False
29.1294 	EXP 	text_4: autoDraw = False
29.1294 	EXP 	put_label: text = '£50'
29.1294 	EXP 	put_shape: image = 'P.bmp'
29.1294 	EXP 	put_label: autoDraw = True
29.1294 	EXP 	put_shape: autoDraw = True
29.1809 	EXP 	New trial (rep=22, index=0): None
29.1830 	DATA 	Keypress: m
29.1956 	EXP 	put_label: autoDraw = False
29.1956 	EXP 	put_shape: autoDraw = False
29.1956 	EXP 	text_4: autoDraw = True
29.4308 	DATA 	Keypress: n
29.6476 	DATA 	Keypress: n
29.6965 	EXP 	text_4: autoDraw = False
29.6965 	EXP 	text_4: autoDraw = False
29.6965 	EXP 	put_label: text = '£50'
29.6965 	EXP 	put_shape: image = 'D.bmp'
29.6965 	EXP 	put_label: autoDraw = True
29.6965 	EXP 	put_shape: autoDraw = True
29.8317 	EXP 	New trial (rep=23, index=0): None
29.8337 	DATA 	Keypress: n
29.8462 	EXP 	put_label: autoDraw = False
29.8462 	EXP 	put_shape: autoDraw = False
29.8462 	EXP 	text_4: autoDraw = True
30.0147 	DATA 	Keypress: n
30.1980 	DATA 	Keypress: n
30.3472 	EXP 	text_4: autoDraw = False
30.3472 	EXP 	text_4: autoDraw = False
30.3472 	EXP 	put_label: height = 0.05
30.3472 	EXP 	put_label: height = 0.05
30.3472 	EXP 	put_label: height = 0.05
30.3472 	EXP 	put_label: text = '£100'
30.3472 	EXP 	put_shape: image = 'O.bmp'
30.3472 	EXP 	put_label: autoDraw = True
30.3472 	EXP 	put_shape: autoDraw = True
30.3985 	EXP 	New trial (rep=24, index=0): None
30.4005 	DATA 	Keypress: n
30.4135 	EXP 	put_label: autoDraw = False
30.4135 	EXP 	put_shape: autoDraw = False
30.4135 	EXP 	text_4: autoDraw = True
30.5817 	DATA 	Keypress: n
30.7485 	DATA 	Keypress: n
30.9144 	EXP 	text_4: autoDraw = False
30.9144 	EXP 	text_4: autoDraw = False
30.9144 	EXP 	put_label: height = 0.05
30.9144 	EXP 	put_label: height = 0.05
30.9144 	EXP 	put_label: height = 0.05
30.9144 	EXP 	put_label: text = '£50'
30.9144 	EXP 	put_shape: image = 'D.bmp'
30.9144 	EXP 	put_label: autoDraw = True
30.9144 	EXP 	put_shape: autoDraw = True
30.9825 	EXP 	New trial (rep=25, index=0): None
30.9846 	DATA 	Keypress: n
30.9974 	EXP 	put_label: autoDraw = False
30.9974 	EXP 	put_shape: autoDraw = False
30.9974 	EXP 	text_4: autoDraw = True
31.2157 	DATA 	Keypress: n
31.4159 	DATA 	Keypress: n
31.4982 	EXP 	text_4: autoDraw = False
31.4982 	EXP 	text_4: autoDraw = False
31.4982 	EXP 	put_label: text = '£50'
31.4982 	EXP 	put_shape: image = 'D.bmp'
31.4982 	EXP 	put_label: autoDraw = True
31.4982 	EXP 	put_shape: autoDraw = True
31.5998 	EXP 	New trial (rep=26, index=0): None
31.6019 	DATA 	Keypress: n
31.6146 	EXP 	put_label: autoDraw = False
31.6146 	EXP 	put_shape: autoDraw = False
31.6146 	EXP 	text_4: autoDraw = True
31.7828 	DATA 	Keypress: n
31.9662 	DATA 	Keypress: n
32.1154 	EXP 	text_4: autoDraw = False
32.1154 	EXP 	text_4: autoDraw = False
32.1154 	EXP 	put_label: height = 0.05
32.1154 	EXP 	put_label: height = 0.05
32.1154 	EXP 	put_label: height = 0.05
32.1154 	EXP 	put_label: text = '£0'
32.1154 	EXP 	put_shape: image = 'O.bmp'
32.1154 	EXP 	put_label: autoDraw = True
32.1154 	EXP 	put_shape: autoDraw = True
32.1670 	EXP 	New trial (rep=27, index=0): None
32.1690 	DATA 	Keypress: n
32.1817 	EXP 	put_label: autoDraw = False
32.1817 	EXP 	put_shape: autoDraw = False
32.1817 	EXP 	text_4: autoDraw = True
32.3500 	DATA 	Keypress: n
32.5337 	DATA 	Keypress: n
32.6827 	EXP 	text_4: autoDraw = False
32.6827 	EXP 	text_4: autoDraw = False
32.6827 	EXP 	put_label: height = 0.05
32.6827 	EXP 	put_label: height = 0.05
32.6827 	EXP 	put_label: height = 0.05
32.6827 	EXP 	put_label: text = '£50'
32.6827 	EXP 	put_shape: image = 'P.bmp'
32.6827 	EXP 	put_label: autoDraw = True
32.6827 	EXP 	put_shape: autoDraw = True
32.7341 	EXP 	New trial (rep=28, index=0): None
32.7361 	DATA 	Keypress: n
32.7489 	EXP 	put_label: autoDraw = False
32.7489 	EXP 	put_shape: autoDraw = False
32.7489 	EXP 	text_4: autoDraw = True
32.9005 	DATA 	Keypress: n
33.0842 	DATA 	Keypress: n
33.2498 	EXP 	text_4: autoDraw = False
33.2498 	EXP 	text_4: autoDraw = False
33.2498 	EXP 	put_label: text = '£50'
33.2498 	EXP 	put_shape: image = 'D.bmp'
33.2498 	EXP 	put_label: autoDraw = True
33.2498 	EXP 	put_shape: autoDraw = True
33.2680 	EXP 	New trial (rep=29, index=0): None
33.2700 	DATA 	Keypress: n
33.2828 	EXP 	put_label: autoDraw = False
33.2828 	EXP 	put_shape: autoDraw = False
33.2828 	EXP 	text_4: autoDraw = True
33.4511 	DATA 	Keypress: n
33.6515 	DATA 	Keypress: n
33.7836 	EXP 	text_4: autoDraw = False
33.7836 	EXP 	text_4: autoDraw = False
33.7836 	EXP 	put_label: text = '£50'
33.7836 	EXP 	put_shape: image = 'O.bmp'
33.7836 	EXP 	put_label: autoDraw = True
33.7836 	EXP 	put_shape: autoDraw = True
33.8351 	EXP 	New trial (rep=30, index=0): None
33.8372 	DATA 	Keypress: n
33.8500 	EXP 	put_label: autoDraw = False
33.8500 	EXP 	put_shape: autoDraw = False
33.8500 	EXP 	text_4: autoDraw = True
34.0182 	DATA 	Keypress: n
34.2184 	DATA 	Keypress: n
34.3509 	EXP 	text_4: autoDraw = False
34.3509 	EXP 	text_4: autoDraw = False
34.3509 	EXP 	put_label: text = '£50'
34.3509 	EXP 	put_shape: image = 'D.bmp'
34.3509 	EXP 	put_label: autoDraw = True
34.3509 	EXP 	put_shape: autoDraw = True
34.4357 	EXP 	New trial (rep=31, index=0): None
34.4377 	DATA 	Keypress: m
34.4505 	EXP 	put_label: autoDraw = False
34.4505 	EXP 	put_shape: autoDraw = False
34.4505 	EXP 	text_4: autoDraw = True
34.6521 	DATA 	Keypress: n
34.7690 	DATA 	Keypress: m
34.9514 	EXP 	text_4: autoDraw = False
34.9514 	EXP 	text_4: autoDraw = False
34.9514 	EXP 	put_label: height = 0.05
34.9514 	EXP 	put_label: height = 0.05
34.9514 	EXP 	put_label: height = 0.05
34.9514 	EXP 	put_label: text = '£100'
34.9514 	EXP 	put_shape: image = 'P.bmp'
34.9514 	EXP 	put_label: autoDraw = True
34.9514 	EXP 	put_shape: autoDraw = True
34.9862 	EXP 	New trial (rep=32, index=0): None
34.9882 	DATA 	Keypress: m
35.0010 	EXP 	put_label: autoDraw = False
35.0010 	EXP 	put_shape: autoDraw = False
35.0010 	EXP 	text_4: autoDraw = True
35.1859 	DATA 	Keypress: m
35.4694 	DATA 	Keypress: n
35.5019 	EXP 	text_4: autoDraw = False
35.5019 	EXP 	text_4: autoDraw = False
35.5019 	EXP 	put_label: height = 0.05
35.5019 	EXP 	put_label: height = 0.05
35.5019 	EXP 	put_label: height = 0.05
35.5019 	EXP 	put_label: text = '£50'
35.5019 	EXP 	put_shape: image = 'D.bmp'
35.5019 	EXP 	put_label: autoDraw = True
35.5019 	EXP 	put_shape: autoDraw = True
35.7370 	EXP 	New trial (rep=33, index=0): None
35.7390 	DATA 	Keypress: n
35.7516 	EXP 	put_label: autoDraw = False
